x,x_vel,y,y_vel
0.7176380503554379,-0.025784394317260085,0.7239641350964278,-0.015587781821197811
0.6918536560381778,-0.025784394317260085,0.70837635327523,-0.015587781821197811
0.6660692617209177,-0.025784394317260085,0.6927885714540322,-0.015587781821197811
0.6402848674036576,-0.025784394317260085,0.6772007896328344,-0.015587781821197811
0.6145004730863975,-0.025784394317260085,0.6616130078116366,-0.015587781821197811
0.5887160787691375,-0.025784394317260085,0.6460252259904388,-0.015587781821197811
0.5629316844518774,-0.025784394317260085,0.630437444169241,-0.015587781821197811
0.5371472901346173,-0.025784394317260085,0.6148496623480432,-0.015587781821197811
0.5113628958173572,-0.025784394317260085,0.5992618805268454,-0.015587781821197811
0.48557850150009707,-0.025784394317260085,0.5836740987056476,-0.015587781821197811
0.459794107182837,-0.025784394317260085,0.5680863168844498,-0.015587781821197811
0.4340097128655769,-0.025784394317260085,0.552498535063252,-0.015587781821197811
0.4082253185483168,-0.025784394317260085,0.5369107532420542,-0.015587781821197811
0.3824409242310567,-0.025784394317260085,0.5213229714208564,-0.015587781821197811
0.3566565299137966,-0.025784394317260085,0.5057351895996586,-0.015587781821197811
0.3308721355965365,-0.025784394317260085,0.4901474077784608,-0.015587781821197811
0.3050877412792764,-0.025784394317260085,0.474559625957263,-0.015587781821197811
0.2793033469620163,-0.025784394317260085,0.4589718441360652,-0.015587781821197811
0.2535189526447562,-0.025784394317260085,0.4433840623148674,-0.015587781821197811
0.22773455832749612,-0.025784394317260085,0.4277962804936696,-0.015587781821197811
0.16579863415079543,0.06713726737648434,0.26559214447930435,0.08072340193224792
0.23293590152727978,0.06713726737648434,0.34631554641155227,0.08072340193224792
0.3000731689037641,0.06713726737648434,0.4270389483438002,0.08072340193224792
0.36721043628024846,0.06713726737648434,0.5077623502760481,0.08072340193224792
0.4343477036567328,0.06713726737648434,0.588485752208296,0.08072340193224792
0.5014849710332172,0.06713726737648434,0.6692091541405439,0.08072340193224792
0.5686222384097015,0.06713726737648434,0.7499325560727919,0.08072340193224792
0.6357595057861858,0.06713726737648434,0.8306559580050398,0.08072340193224792
0.7028967731626701,0.06713726737648434,0.9113793599372877,0.08072340193224792
0.7700340405391544,0.06713726737648434,0.9921027618695356,0.08072340193224792
0.8371713079156387,0.06713726737648434,0.9271738361982165,-0.08072340193224792
0.9043085752921229,0.06713726737648434,0.8464504342659686,-0.08072340193224792
0.9714458426686072,0.06713726737648434,0.7657270323337206,-0.08072340193224792
0.9614168899549085,-0.06713726737648434,0.6850036304014727,-0.08072340193224792
